iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
20,0.21737490213142824,0.2173749021314285,0.7826250978685718,0.1,0.022687302302746657,2.26,9.9073628307685280e-01,9.7429648729597797e-05,1.3651453353712664e-05,3.7605013987121061e-01,5.5709915383682426e-05,8.1208750601452473e-01,6.1110099586001643e-01,1.8540125266128507e-03,1.4034065884602870e-01,1.8194322433611618e-01,2.0902474116342427e-03,2.8429843618479356e-01,3.9719783965803557e-02,9.9076527646850054e-01,8.4803869868242329e-04,6.3547108021815568e-07,1.4228446803160914e-04,3.9226566008898051e-01,2.2573896849324704e-03,1.5857215617640578e-03,1.5897727661822968e-06,1.8165427938995719e-04,1.6604642158966768e-03,3.8530276917594604e-04,9.9076527646850054e-01,4.6157017530367097e-05,2.3262856991882505e-02,3.5270015754530309e-01,1.7562195374857145e-02,2.7335274966419792e-01,8.9491967469673579e-06,9.9076527646850054e-01,1.3781580981190008e-02,5.3403828356240801e-02,9.9076527646850054e-01,7.6009531808805754e-04,1.3548837181544116e-04,4.3490171777496242e-02,1.9659431694436857e-02,5.4436475422047707e-02,4.8912642191961272e-02,3.9712302576190281e-07,1.2049318697764448e-06,1.8477588388163962e-01,1.8332956523097160e-01,4.6099772866175674e-04,8.0509361171478078e-01,9.9076527646850054e-01,3.4813492185031334e-06,2.3982243186601829e-05
21,0.10791955763368125,0.10791955763368126,0.8920804423663188,0.1,0.016550793272473042,2.72,2.0468409378860116e-04,9.1674992585132796e-05,9.7076408542894966e-04,5.0826317917789063e-02,6.4434973811338725e-01,3.6374404751538707e-03,1.7284913410476908e-02,1.2526873523767517e-07,1.3691071081839488e-04,2.6461868959922804e-02,6.8105570039588145e-07,1.5835877505518590e-02,4.8697565332300687e-06,8.4229062182715375e-01,1.5140376796037539e-06,6.0166947521152758e-01,1.7681878077701244e-08,1.8808032650396715e-07,7.4710530979517822e-05,5.1377501819642467e-05,1.6177239221774305e-05,1.8484198508655816e-01,3.7302849720269375e-04,3.0327041323995423e-05,1.5001915525673926e-04,8.8064281569566934e-06,1.3629341428191347e-04,9.9075280710006874e-01,5.4352427548503904e-08,4.6868467765039190e-03,7.4902437363206113e-05,1.5905895663055029e-05,8.9692176366627782e-02,1.7181169355151464e-07,1.6835474047769264e-02,9.0922444385228909e-03,1.0517968456915885e-01,7.3133637275893934e-02,7.2507903576605982e-03,3.3127287814940803e-01,1.2702810209650989e-07,2.8667954120942345e-02,4.0705372864485467e-05,1.0420887015493781e-05,3.7707373504216862e-01,1.0487639679559015e-03,3.6469834036594172e-02,3.7460011221129326e-04,4.1276252649402209e-05,9.3481248320559085e-01
22,0.19084051392260984,0.19084051392260967,0.8091594860773902,0.1,0.019502256105161535,2.6,9.9073882134350222e-01,7.4418679139454192e-05,1.2472105235928358e-07,8.6009028790420139e-01,9.9073882134350222e-01,7.7145329331249216e-06,1.4755060832129558e-06,3.7243047616269991e-06,1.3430977345127725e-04,9.2067631244099074e-06,4.2019075364292224e-04,6.8664943723749589e-04,1.3935093714837767e-04,9.6674559590909178e-07,5.7591790306440399e-03,8.0479699735752175e-01,4.6406601751214501e-04,9.6048839398965008e-05,6.8141850868271383e-04,7.7470668956350073e-07,1.6207397977577715e-03,5.8659332966110462e-05,1.9077359254329102e-06,1.3935093714837767e-04,2.2034373614877361e-05,5.1932374878674076e-04,4.1650487354241102e-02,2.7100134879646772e-04,1.4339803739773750e-06,9.2531123489396772e-01,2.0558666816862403e-01,3.5966407383896426e-01,1.6056974568132210e-02,4.5582326363032652e-02,1.1589752788354412e-04,3.5698131515627696e-05,5.9557809357782265e-01,9.9073882134350222e-01,3.4186582566832900e-02,9.2770863406974315e-05,9.9073882134350222e-01,1.4056006158938249e-06,8.9425063008436662e-05,3.3829324704158510e-02,8.7529406923410713e-01,1.5564539688368967e-01,3.7784541217355454e-03,1.0424021214533958e-05,6.1055192199494590e-01,7.8255043932357395e-06
23,0.19158328522326587,0.19158328522326587,0.8084167147767342,0.1,0.020461110904529366,2.18,4.7545570645376317e-02,1.2620065992854781e-06,5.0872172101500048e-03,1.5318175650709016e-04,8.9068390824086142e-05,3.8786296073421750e-06,1.9204634525210681e-01,3.1703290339306231e-02,1.7061881769315523e-08,7.6675021342247773e-05,4.0597569246528629e-05,9.9071055793523211e-01,5.4701388034031058e-05,4.7813898441666209e-04,1.7517633849292356e-02,2.6365988615743163e-04,4.1176068476425644e-06,2.9562596345157805e-02,5.1539905145410214e-01,9.9071055793523211e-01,3.8010367867995581e-02,1.3268527052092785e-04,1.2267186603988336e-02,2.5240202849811651e-04,1.9944343321774376e-04,9.0575633173473463e-06,8.1318071248673107e-01,1.5456484299046318e-03,5.1621088044606872e-04,1.4950922174183780e-05,1.3943814760519654e-04,9.9071055793523211e-01,3.4408139583729170e-04,1.1000110446783930e-06,1.7416764242587300e-04,9.9024155376839817e-01,4.8008590402090517e-01,2.7910830987276959e-03,2.0352143693548519e-05,1.0620774882848358e-04,9.9071055793523211e-01,7.0272990220147694e-05,9.9071055793523211e-01,9.9071055793523211e-01,1.2357193358083324e-05,4.0222868743829929e-04,6.7440395246879756e-03,3.4761253938728003e-06,3.3502427148623798e-01,1.1258471068334745e-01
24,0.11179093682967528,0.11179093682967522,0.8882090631703248,0.1,0.015444217099746877,2.28,3.4630238172112497e-04,1.0807455159396187e-08,1.5741672211057236e-04,9.3258053917012784e-01,4.0212355296056118e-01,3.3444355546858673e-04,4.8123317844656160e-05,6.3696668768232820e-06,1.8360674987034556e-04,5.5449135271072518e-05,6.3901718190535753e-05,1.1916006956040009e-04,2.4891240577177435e-03,2.8334318931306774e-07,3.3438918623490000e-07,2.0965452962791250e-06,3.8556433322026124e-01,6.4107197852496278e-06,1.7844591574403215e-01,1.5495726257983955e-02,9.4282949423617635e-01,3.0862491379484998e-02,1.3823308045450061e-05,3.3861662309187045e-02,6.8691562689624008e-01,2.0447450070556187e-04,5.9587963386357144e-04,1.6805794496079978e-02,4.9919548235557593e-05,4.3720527378747004e-04,8.0794085917928397e-05,3.9892037709030892e-01,4.5410352010109508e-04,3.9465220555542330e-02,3.4546299124249842e-02,1.5721008303033128e-05,1.7000831423768914e-01,1.0856728043636998e-01,3.5897108212205925e-01,2.8625476557636663e-02,1.5049561020981063e-04,2.9686658175136655e-10,3.3438918623490000e-07,2.6749229605341787e-04,1.5185102788826083e-05,3.3438918623490000e-07,1.4032910287639473e-03,4.9530419973224994e-05,2.5366889268009425e-03,8.1486934817144008e-01
25,0.15629437848538263,0.1562943784853825,0.8437056215146174,0.1,0.01671470207420858,2.46,4.0698203207845746e-01,7.8772108957872759e-04,6.0027163934023277e-06,1.7080494690380557e-06,8.1499744350550285e-01,3.3581596339989219e-04,4.6553182289179951e-01,5.0217256307923174e-04,5.7242493124714340e-03,2.8263816976216198e-05,6.4939863863607552e-03,1.4083523083078321e-04,9.9068074454516364e-01,6.3101115965594021e-02,1.7066733167266900e-05,6.9750341037421015e-05,3.9163975247582516e-01,8.4542438401844766e-01,3.6566170255776509e-04,4.1843635917060071e-05,2.1179468785974887e-05,9.4762110267077766e-03,4.0345812665447171e-05,1.0057636371534194e-05,9.9229272998337035e-06,3.8579622043955453e-01,3.7530686318749068e-07,1.8509998576104797e-01,6.5554498347518919e-02,9.9068074454516364e-01,2.4831282234308825e-04,8.9575933773026403e-02,1.0387902733475670e-03,2.4675941008449180e-03,1.5238711815943496e-04,1.1211066429100992e-01,3.9301784062137999e-03,1.4718811585296729e-01,5.7589178556889699e-02,6.4893993498404371e-04,1.9545950032824982e-05,1.7440696141570036e-01,2.9989214771327039e-04,2.7580159857890492e-04,3.0384513528269796e-05,7.2997293295257229e-08,8.8094210705452454e-04,4.9054066818405729e-03,5.9870716288843240e-01,9.9068074454516364e-01
26,0.10805284368884747,0.10805284368884736,0.8919471563111525,0.1,0.025976910556344057,2.64,2.1395176120042142e-04,1.5730763963902403e-01,2.4533447773814548e-05,5.8957574713575868e-05,2.2539499373439825e-02,1.2031144741475306e-06,3.3883523752086607e-02,4.3806420193897466e-02,6.6787358324500782e-06,8.0772912513352654e-02,2.6262081301942714e-02,2.4171659141463558e-02,4.4076896627239939e-06,2.2772820758245411e-04,1.8944864221296071e-08,3.4303272327534664e-06,2.2722333791615548e-01,2.7063030899433009e-02,1.5628893936754506e-03,8.7130206649555788e-04,8.4090132959830933e-05,5.7863370359461123e-07,4.9364588807242628e-02,1.9520763073229901e-05,1.1980613707929322e-06,1.3874615654008163e-04,1.3580899504181639e-03,8.0965848637106608e-01,9.9067756306693810e-01,1.5182698297359223e-01,3.2769646538055404e-05,7.4649534253214220e-04,8.0473074598374184e-01,6.7037487755275136e-05,5.9758185959853539e-03,4.5414641570724751e-03,4.6200304331246239e-01,5.6262584381421032e-04,2.2697267091192566e-01,5.3620941898977210e-02,9.2301617697490819e-06,2.2996263661745009e-04,5.6958375966698516e-06,1.5132144703560924e-04,1.6939189701456531e-01,9.9067756306693810e-01,9.8821888788933922e-03,6.9427195685150562e-03,1.6952761667117431e-02,1.0180071312002968e-05
27,0.2225681533579394,0.22256815335793945,0.7774318466420607,0.1,0.02764362881476478,2.28,9.0616493813438104e-01,9.9061644638174451e-01,6.8794655381882353e-04,9.9061644638174451e-01,1.4682954707030405e-02,4.2706086419276026e-05,9.9061644638174451e-01,3.0056152420273663e-01,6.5810069740254446e-04,8.5614075483438253e-08,2.0140068530345519e-03,5.3837138176350708e-06,3.4767340323032130e-02,1.6409223565088491e-04,9.9061644638174451e-01,9.7359730353349966e-06,9.9061644638174451e-01,2.4526590507005525e-02,1.5680163362529018e-04,2.8827601533356319e-02,3.9304582609826488e-01,5.7493237045523804e-01,5.4614864634171155e-05,9.9061644638174451e-01,6.5491525914053378e-03,5.2933613279997083e-01,9.5450136423143631e-05,4.8902841988254142e-01,3.3568140058123239e-02,3.3679134226909281e-04,7.1928422232268036e-05,2.5300436348131357e-03,9.4280148158522381e-01,3.6582755261362846e-05,1.9785439632481910e-03,1.5500542649527820e-02,5.4614864634171155e-05,4.1930495083524350e-04,1.2108207723642732e-07,1.6445320669669101e-03,1.6690468011893204e-04,1.0674666674448028e-02,2.6936762788929372e-05,1.9373782067760895e-01,8.8480560430003515e-03,3.8382858407698069e-02,6.2718176854918684e-01,4.0396680254729990e-04,3.6673354594080014e-06,2.7940701531545173e-05
28,0.18484720012016698,0.18484720012016692,0.815152799879833,0.1,0.02737258507501056,2.22,9.9059010100667566e-01,9.6602351865028943e-05,4.2797343614494982e-05,9.1352256704998948e-05,1.6341067329809936e-01,1.7373845449448247e-01,5.5365648467227448e-02,5.8168681585234215e-02,6.6967674627224544e-07,9.9059010100667566e-01,9.9059010100667566e-01,1.9100531206449313e-02,8.6387697585138246e-01,2.4691027763020054e-07,3.5661201774036799e-01,6.6967313687047994e-03,3.8573528734909324e-01,5.1330754215050189e-01,4.7229361680322754e-05,9.9059010100667566e-01,3.1718185623496497e-05,2.5243005251914882e-05,3.9794678712879563e-06,4.5931902104046510e-05,1.0465386532903220e-05,1.6071513478550580e-02,1.0364768723058620e-03,3.2533720140665582e-04,4.4442291917206152e-05,6.1063216031366985e-01,1.1863715488669819e-03,2.0222704405355149e-01,3.2566148292822684e-03,7.3694251165613223e-01,1.7072887531702720e-03,4.9455319893954255e-02,2.3195315450070774e-04,9.7958107911036596e-02,8.1934659519650680e-03,2.4542975519146489e-04,3.9515372277983634e-04,5.9589583347625293e-05,1.3031955206532385e-03,4.9909038614724850e-02,1.6759797432118920e-01,4.2420441869865905e-01,7.3808196692934647e-03,1.4758289003504878e-06,8.6261044277672538e-06,3.0321649289235308e-01
29,0.14961287580965005,0.14961287580965008,0.85038712419035,0.1,0.023192254333047866,2.28,8.3879428317066814e-04,6.8189406008650772e-07,4.6143615740141608e-01,4.6189048488425847e-05,1.8068133255351568e-04,8.4574680306936170e-03,1.0921766891105540e-05,1.0143289197097939e-06,4.0083690835615853e-04,4.0495076185049315e-05,1.8374886728514842e-01,2.0943451819543826e-03,1.1053305389422931e-06,2.8647840659494085e-06,1.3227516391130061e-04,1.7757352517218412e-05,6.5477132448811708e-05,6.5405498604945017e-09,2.3570074552295605e-02,9.9056161648039476e-01,3.2740851932788133e-02,9.9056161648039476e-01,6.5146932514735263e-03,1.8525150030001711e-01,7.0630086333682252e-07,8.8866605436675370e-04,8.8495600813824227e-03,9.9056161648039476e-01,1.0671589869518028e-04,9.9056161648039476e-01,1.5127216963425037e-03,4.9826911404607529e-04,3.3670882258199186e-01,4.6156383878765017e-01,5.8766611905777047e-03,3.4755269198123064e-05,9.1697820326812080e-05,1.5521596856755323e-04,5.3572439161414845e-04,1.9214080694890037e-01,1.1821226619222928e-07,6.1090907541365119e-02,5.2254418745082223e-04,1.8315936454109676e-04,4.2819559928643303e-03,2.2263856768353285e-01,3.9243852961324735e-04,3.1626602822384262e-02,3.7530620560728595e-01,9.0783760363665245e-01
30,0.14525813846008873,0.14525813846008875,0.8547418615399113,0.1,0.02352455281877142,2.26,3.7085590196550122e-05,9.9049433815120946e-01,1.2688696773114434e-03,4.9782703045617984e-03,9.9049433815120946e-01,6.0057036445166036e-05,1.3955300843375981e-01,5.6208387131089754e-01,1.5250601436800312e-01,7.3496758897394690e-05,1.2284869787929540e-02,1.9375146790409209e-01,5.9659506417133790e-01,1.0224560989423169e-03,6.3515295657366351e-05,1.2457083875930307e-03,8.0945793399519050e-01,1.8472321142932006e-05,2.1862901415648653e-03,1.1178033175103378e-04,2.0992746687974191e-02,7.8032617694487275e-03,2.4097983172834884e-03,3.6515268436557646e-06,2.8016385460895931e-06,8.0945793399519050e-01,1.8063710668645361e-01,8.8959428786378761e-02,1.3896189508476115e-05,7.6229122087788990e-06,1.2225817514132848e-03,2.2561587511869334e-05,4.2139733518357070e-07,3.5027890907128817e-04,1.4453223232695794e-04,9.8272053094284884e-02,9.9077014828765560e-07,5.1399910199395549e-01,7.4624399120387982e-06,7.5285665547100667e-06,2.3630964934498867e-04,3.0339379195304744e-01,3.5226799780660928e-01,3.7563584004220563e-01,1.3199598315342856e-02,6.6798057143948426e-04,5.7155370300609912e-04,3.6044254460291330e-03,1.8853005371105472e-02,1.1873750676261030e-02
31,0.25946674109264944,0.25946674109264944,0.7405332589073506,0.1,0.013442877086085901,2.24,1.1960624813084315e-01,2.7638720611819109e-05,5.9073786613171651e-04,2.4922638409592544e-02,7.2828596969564400e-05,9.9051811706255588e-01,9.2480134924831980e-01,9.9051811706255588e-01,8.1022851485400327e-01,1.1595708960376499e-04,2.0731299848543439e-03,7.8435785922326084e-01,1.1051423102867300e-01,1.0265908867727873e-04,1.7939046570632750e-01,3.8614461699593014e-04,9.1655491459183963e-04,1.7495829632831588e-08,1.8748996482468916e-04,5.2752802920591360e-04,2.5663098370853180e-02,5.7680668373216056e-05,1.0425746063628533e-04,9.9051811706255588e-01,2.1470046453665341e-04,3.7558203684017216e-02,2.3021535844946128e-04,9.9051811706255588e-01,3.0350325126430954e-04,3.4873030696728285e-07,9.2890968843304249e-05,2.8099769061325908e-04,8.1022773874602239e-01,2.6055416997566264e-04,4.9214668453327071e-01,5.1135965158419831e-02,1.0738519913364388e-06,1.5057977751464249e-01,9.0689006351083301e-01,7.7922206570455793e-03,5.9578271461245814e-05,9.9051811706255588e-01,3.9357973245785094e-01,1.9461107245777626e-05,2.8092401412779782e-03,9.9051811706255588e-01,3.9974843001875302e-06,1.9409024177145198e-01,9.8974939579548882e-01,7.5547374686478928e-03
32,0.20960527363976134,0.2096052736397613,0.7903947263602387,0.1,0.023295305368434396,2.42,1.4363668787117084e-01,8.2617393845860125e-05,1.7825074617860458e-03,4.4532313356250280e-01,9.9774475584642303e-05,4.8935092897557436e-04,7.1481468857789859e-02,1.9575368532102288e-03,9.9053835725843153e-01,2.3241204479241034e-07,8.0401290999282437e-04,4.3885540735398571e-04,1.7324665310039454e-04,1.1471738165261824e-01,6.8910461484906993e-01,9.9053835725843153e-01,1.5864595216527400e-01,3.3142747405106516e-06,9.9053835725843153e-01,1.0118842243001308e-04,9.4045520718988884e-01,9.9053835725843153e-01,8.5313676389533360e-05,2.1465699728192261e-02,1.4189023949243233e-06,2.0518476940546335e-01,2.9155622250689478e-06,9.9947295939305058e-07,2.5977186366376112e-04,1.2601039716940120e-05,1.3082760952650051e-04,3.7695904519485157e-01,6.6256698880706177e-01,9.4253763151229886e-01,4.6265809501646266e-01,3.8689313747905696e-01,9.9676523492650405e-05,7.3327914052264340e-03,5.9663363087454574e-05,2.3198382278524744e-04,1.8580900213517227e-04,1.5688886922051481e-01,1.7449889984739551e-07,1.2109790318856731e-02,2.9307858696192487e-04,1.9436338767966546e-01,5.6119627983376788e-03,3.8151042325536011e-02,2.3934270174268684e-05,4.7470179052702394e-01
33,0.13384348275013133,0.13384348275013122,0.8661565172498686,0.1,0.01403009759143783,2.46,2.0653667839176718e-07,3.5724223195701686e-05,5.6214430215906398e-05,2.0688410875284419e-01,4.1898250788484324e-02,9.9054892722301247e-01,1.4550701854966039e-01,2.0332273926164126e-02,1.6424738695455004e-04,5.1511355806781937e-04,5.5271507936994453e-03,3.1317969847275390e-01,3.7818713978518037e-01,7.4605644037560231e-02,1.0800833706050676e-05,1.3865210792186360e-04,1.4474502175695289e-03,4.9404605697849922e-04,9.9054892722301247e-01,4.1665862144659248e-05,4.7431891407617792e-05,7.5656263677811582e-05,5.7373612978709498e-01,1.1019601760534988e-02,1.7977119581846057e-01,2.3272628652192654e-04,3.7459174400247253e-01,4.9126966907148273e-01,6.3882286806836127e-04,7.6477937232675083e-02,2.7529816480292463e-08,1.3240343959758580e-02,9.9054892722301247e-01,1.3478329403895143e-03,1.5963852091236831e-02,4.9675967335293961e-02,5.7064836151954629e-08,2.3543090844009503e-04,1.3927616270257056e-06,4.0478794995397693e-02,3.7249871877317890e-05,1.1296434652282474e-05,5.4147903719820145e-02,1.1066886683068278e-03,1.8348993250340954e-03,3.3316459865070519e-06,6.1693720058722954e-07,2.8425674258474388e-05,6.4183084217962116e-01,3.6960804917997854e-03
34,0.20644253351953742,0.20644253351953737,0.7935574664804625,0.1,0.024555176172211677,2.5,9.9056508996489179e-01,1.2031182891882201e-01,1.4415979737407433e-04,1.0109371943453415e-04,5.5554987669964195e-02,6.2203711235320047e-01,5.7439600620516282e-04,1.4125272951957661e-03,2.2091928101663903e-04,6.2849929607945915e-02,9.9056508996489179e-01,6.0203594100378972e-05,1.0108098672207971e-07,1.8967578888236475e-01,7.3648224633444443e-06,1.7954884470778292e-03,6.4216626442057756e-01,2.1065339907159277e-02,1.3821539788853456e-04,3.6840942250055877e-03,9.9594263871951534e-09,3.2153866396544259e-02,6.9813889489876259e-06,1.0680875838434620e-06,7.9587491947352471e-07,9.0803983009002365e-01,5.9541626157409641e-03,9.9056508996489179e-01,9.4259084725403153e-01,2.1399363321274819e-05,2.1262058196639317e-03,6.0345694456295207e-01,4.0272928887296394e-03,7.6364123147502316e-01,4.0087262613578093e-06,3.4900310090801986e-04,3.2123795555104377e-04,8.0669130235214803e-01,1.0981386664445438e-06,2.4821739607483731e-01,7.7140790064863737e-04,3.0057184819071037e-02,1.6264467119782075e-04,4.2722364966333269e-02,1.1920897592662577e-01,4.4497583565944912e-07,1.2676091357205053e-05,9.9056508996489179e-01,3.1634006170733452e-04,1.2720977915246326e-01
35,0.2236852324959688,0.22368523249596872,0.7763147675040312,0.1,0.017263777898221533,2.44,7.0490815786122970e-04,5.4933299799556773e-05,3.8911836445811379e-04,2.7208295161802580e-04,9.6245820846867997e-06,5.9765504282214843e-01,1.3266697648186376e-06,2.3566617115259896e-06,6.1118131904224515e-01,4.6995359539577702e-01,6.9093291109731214e-01,9.0670540081366835e-01,1.1719402318592213e-04,2.9649921147739157e-02,9.2497574359015778e-03,1.9416617432976276e-05,9.4060952906898232e-01,9.6005483090263688e-02,2.0959184072013572e-06,9.9062107186979076e-01,1.6443075692780345e-02,5.8057550197213449e-05,1.4784566635971416e-01,9.8350498295254733e-04,1.1455944038000862e-06,1.8702719408907241e-04,1.9829649338912740e-03,2.7277952720053687e-06,8.2851300304528034e-03,2.8473004258940979e-03,6.2206423448172028e-05,3.7049621192231447e-05,5.2057613729967968e-04,9.9005334909493337e-01,1.8679877117496866e-06,1.7787970653553140e-04,5.0060209042028057e-05,1.8488820855941659e-01,1.0311751359551088e-03,4.2275615431450015e-03,9.9062107186979076e-01,8.0198774918141547e-01,5.9515469518122666e-01,2.1590447768508620e-02,1.6415890885879688e-02,9.8995048379460526e-01,7.2835953400179732e-02,2.4394931227055390e-04,9.9062107186979076e-01,1.0166875262930717e-03
36,0.15465722849832597,0.15465722849832622,0.845342771501674,0.1,0.01740173950662606,2.36,1.4813115519685817e-09,2.3421635525672617e-04,2.9013341578462863e-05,1.1173794965109485e-04,1.7580856097592788e-03,1.0225332696930828e-05,1.5165882281507784e-01,1.7996321876094593e-05,4.9877459456500794e-01,5.8117316144960129e-01,9.9214274267589685e-03,5.9104157808959465e-05,7.0630312023220554e-05,2.3495744502787619e-01,2.0271879501097364e-05,3.3118575283118720e-02,1.1488317719275685e-04,2.2485055870253765e-05,3.3578213917639688e-01,1.0475765944894127e-04,5.3710907142565308e-05,4.9148372193842305e-01,1.1963451121032600e-04,3.5368403626304917e-01,9.9061478996632057e-01,3.3981954033388380e-05,1.1512407632454324e-05,1.5982113887237444e-03,1.2296782113412929e-05,1.1879163324829965e-02,6.0060507389122922e-04,2.4621494052780323e-04,2.7455826320011071e-03,7.1004196948859917e-07,9.9061478996632057e-01,1.6698316507671230e-03,1.0926846809047656e-02,4.9467178177564131e-04,9.9061478996632057e-01,5.6207694325559345e-06,6.0367744386508537e-01,2.7765081510709327e-06,5.9112850165814571e-06,1.7458231681817984e-03,9.5990764071491480e-04,2.2218331840134519e-03,4.1259364159794659e-01,9.9061478996632057e-01,7.2837490508659346e-05,2.5616162757015004e-02
37,0.14968994870177163,0.14968994870177144,0.8503100512982283,0.1,0.011603584502547218,2.46,1.2414272648113400e-04,3.4784865625556867e-03,1.7667627508577027e-01,1.7428422643245792e-01,1.7052841556466176e-04,2.8941864935503759e-03,2.3122079043741482e-04,7.7229096942991537e-01,2.0607143180236936e-04,1.7621029375615352e-06,9.2736488603668756e-03,8.1378085959622670e-01,2.1789897229622002e-08,2.9425380848425390e-04,9.9060355846760795e-01,7.3687356206235344e-01,1.1718965575986016e-04,9.9060355846760795e-01,5.3632134960883892e-07,2.3925081669894906e-03,2.3331424061379151e-04,4.7923499832880877e-02,4.2579972085840690e-05,3.2093815004541303e-03,3.4614658372690693e-05,8.6944534411265552e-05,2.9535564149406567e-02,2.3331424061379151e-04,9.8503293863456765e-01,3.2407705567954217e-04,5.5134546781221760e-01,9.1332879975014147e-04,5.2061620119278433e-04,4.9135861199995895e-01,5.9539603336615792e-04,4.7282358260502040e-05,1.8484712631696862e-02,3.3155413741578083e-01,1.2363271162397746e-05,1.7414374087211294e-05,3.6333402911448956e-04,3.2806275594523635e-02,4.2286898767918257e-03,1.1991312961319111e-03,3.0678856245075192e-01,2.8587568236577618e-04,9.0772663961902048e-04,1.5251683938824390e-03,5.8731220911562281e-04,2.2325316092881030e-06
38,0.20258138288459032,0.20258138288459024,0.7974186171154096,0.1,0.01388837514129755,2.44,3.9346111689903669e-05,5.2852782494171220e-07,1.3790366912138707e-01,7.1203050293539710e-02,1.3437251913403701e-04,1.9948515388863393e-08,9.9058546447942486e-01,9.9058546447942486e-01,5.5699679788651015e-04,8.1625620344502443e-05,1.3389359589580101e-06,1.3783043584361521e-05,5.9914252108343591e-01,3.2594617173450652e-04,1.6417603762888175e-01,2.4116573767272894e-05,3.3547192272028809e-04,1.1931102751170403e-01,9.9058546447942486e-01,1.2827935183157861e-05,1.6225635664594649e-06,8.7955734549936965e-03,9.9058546447942486e-01,7.0235919326237817e-01,9.9058546447942486e-01,8.4282785556481610e-01,3.7055850219348474e-05,3.7416314544992746e-03,1.5683857502187490e-01,8.5621229790825944e-04,2.8913437195312039e-03,5.2830145255437223e-05,1.0364391576788900e-07,1.1797347423767742e-04,9.9058546447942486e-01,8.2689947986257242e-02,1.3910845161955451e-02,9.3783857893760175e-02,2.8709060749543009e-06,2.4029115031734855e-02,9.2025019136294966e-05,9.0824490364729527e-01,3.3977879642195008e-02,2.7773307898579786e-06,2.3182966808033010e-03,7.6733844977935530e-03,2.8738995457145613e-06,2.0640182563080706e-01,2.4891272250550953e-04,3.9419110182634798e-04
39,0.13329366362335152,0.13329366362335157,0.8667063363766485,0.1,0.011360003439192495,2.38,1.6221629102721079e-04,6.4116430403054215e-06,3.3458197649355038e-04,1.2565086170443567e-03,2.2438436483621396e-06,3.9687491484108030e-04,7.7031403114438755e-04,5.8441189533326277e-01,6.8338409151384781e-04,9.9060494408881195e-01,2.4832140961185863e-02,2.4809756894239323e-03,2.2962612314859527e-07,2.7099125707912761e-05,9.9060494408881195e-01,1.5800228477550867e-04,1.7587012400301427e-02,2.6516669180744911e-04,1.8919662718576369e-05,8.1358532297496844e-01,3.5101784482532555e-04,3.6777036439137695e-01,7.7125319325646309e-04,2.5688256464959855e-02,7.3309280044506014e-02,9.2292600815448309e-02,6.1389841270330377e-02,4.7443735905449214e-01,2.7359552922686194e-04,3.9118610396965083e-05,1.2631863725802084e-01,1.4203310296132768e-02,1.6768435911188450e-03,9.4300752402660770e-01,3.5132760598264863e-03,5.8994143709086301e-06,6.5817363665930870e-02,1.3979865560415691e-04,6.2741545964678924e-01,5.2929814664431408e-04,4.3365071723463067e-08,1.1634963591014293e-01,1.6531238135395493e-01,2.4350495465346924e-06,1.3857882213690059e-02,2.1816989566745079e-04,1.3690532052814372e-05,2.6923442198388332e-02,8.3617356459446152e-04,3.4030040767950256e-02
40,0.15804588276334824,0.15804588276334833,0.8419541172366518,0.1,0.020860291986240988,2.4,4.9437490515714022e-04,3.3576590259455835e-02,5.1722902090855455e-05,5.5522998763532234e-04,6.0435711900238298e-01,4.1553317563306137e-02,1.8606704203463376e-01,6.3382199804279951e-11,9.9059348918008205e-01,3.1182439719371188e-04,2.3738967331797221e-03,8.3578529163536421e-04,4.4786594820254325e-05,7.7443509093734844e-07,4.3749437188893285e-06,4.7960155248450481e-01,3.9740201074939615e-04,1.0961238982860090e-03,2.0441808213105242e-01,5.1649684595867278e-07,3.5861600440939156e-01,8.6238373725410041e-06,1.0163855526488362e-06,9.9059348918008205e-01,1.3916611786752867e-01,1.5218003800886756e-03,5.9313340329777153e-01,5.8793261185823243e-03,2.8087040947416082e-03,7.8200502213483267e-06,3.5712990913436611e-05,4.1549840893747335e-06,6.5797687424845326e-04,7.6599916908294291e-04,8.0684381952618955e-04,7.6102713236527949e-04,4.2209932568642040e-06,9.4000695677707502e-01,9.9059348918008205e-01,2.8523261525870253e-05,3.6320796325389965e-04,3.1021404720471585e-01,1.3587472536072130e-04,2.9326748043910733e-05,7.4148470258701572e-03,2.3527100876519261e-03,2.7192587904869408e-06,9.9059348918008205e-01,1.5739040535227272e-03,1.7878795801418986e-02
