iteration,phase,loss,fidelity,step_size,gradient_norm,update_norm
214,batch,1.7705539268629722e-02,9.8229446073137028e-01,1.9370460048426152e-01,2.4451992353509318e-02,4.7364634098807350e-03
215,batch,1.7590274622611535e-02,9.8240972537738847e-01,1.9323671497584541e-01,2.4429506547516914e-02,4.7206775937230503e-03
216,batch,1.7475535226182282e-02,9.8252446477381772e-01,1.9277108433734938e-01,2.4403967876509790e-02,4.7043793496886485e-03
217,batch,1.7361346755224938e-02,9.8263865324477506e-01,1.9230769230769232e-01,2.4375388496648727e-02,4.6875747108939885e-03
218,batch,1.7247734460532960e-02,9.8275226553946704e-01,1.9184652278177458e-01,2.4343782651531587e-02,4.6702700530516627e-03
219,batch,1.7134723142641972e-02,9.8286527685735803e-01,1.9138755980861247e-01,2.4309166666669112e-02,4.6524720893146437e-03
220,batch,1.7022337127578613e-02,9.8297766287242139e-01,1.9093078758949883e-01,2.4271558940663004e-02,4.6341878645657312e-03
221,batch,1.6910600243167706e-02,9.8308939975683229e-01,1.9047619047619047e-01,2.4230979933095958e-02,4.6154247491611532e-03
222,batch,1.6799535796316101e-02,9.8320046420368390e-01,1.9002375296912116e-01,2.4187452149086745e-02,4.5961904321304980e-03
223,batch,1.6689166551069001e-02,9.8331083344893100e-01,1.8957345971563980e-01,2.4141000120491751e-02,4.5764929138372790e-03
224,batch,1.6579514707648957e-02,9.8342048529235104e-01,1.8912529550827423e-01,2.4091650383822130e-02,4.5563404981223870e-03
225,batch,1.6470601882372482e-02,9.8352939811762752e-01,1.8867924528301888e-01,2.4039431454790584e-02,4.5357417839227421e-03
226,batch,1.6362449088643927e-02,9.8363755091135607e-01,1.8823529411764706e-01,2.3984373799613923e-02,4.5147056563979750e-03
227,batch,1.6255076718967199e-02,9.8374492328103280e-01,1.8779342723004697e-01,2.3926509803045507e-02,4.4932412775672689e-03
228,batch,1.6148504528026630e-02,9.8385149547197337e-01,1.8735362997658084e-01,2.3865873733202730e-02,4.4713580764782915e-03
229,batch,1.6042751616823447e-02,9.8395724838317655e-01,1.8691588785046728e-01,2.3802501703262958e-02,4.4490657389276286e-03
230,batch,1.5937836418168372e-02,9.8406216358183163e-01,1.8648018648018649e-01,2.3736431630069874e-02,4.4263741967496611e-03
231,batch,1.5833776682964706e-02,9.8416622331703529e-01,1.8604651162790695e-01,2.3667703189758960e-02,4.4032936166993504e-03
232,batch,1.5730589468117007e-02,9.8426941053188299e-01,1.8561484918793503e-01,2.3596357770486878e-02,4.3798343889534476e-03
233,batch,1.5628291125275418e-02,9.8437170887472458e-01,1.8518518518518517e-01,2.3522438422322045e-02,4.3560071152448200e-03
234,batch,1.5526897291052388e-02,9.8447310270894761e-01,1.8475750577367206e-01,2.3445989804500848e-02,4.3318225966745066e-03
235,batch,1.5426422878346502e-02,9.8457357712165350e-01,1.8433179723502305e-01,2.3367058130045693e-02,4.3072918212065580e-03
236,batch,1.5326882068983805e-02,9.8467311793101620e-01,1.8390804597701152e-01,2.3285691107999655e-02,4.2824259508964920e-03
237,batch,1.5228288307567173e-02,9.8477171169243283e-01,1.8348623853211013e-01,2.3201937883295550e-02,4.2572363088615815e-03
238,batch,1.5130654296525270e-02,9.8486934570347473e-01,1.8306636155606407e-01,2.3115848974492988e-02,4.2317343660398972e-03
239,batch,1.5033991992568718e-02,9.8496600800743128e-01,1.8264840182648404e-01,2.3027476209469731e-02,4.2059317277570278e-03
240,batch,1.4938312604169557e-02,9.8506168739583044e-01,1.8223234624145784e-01,2.2936872659286778e-02,4.1798401201433725e-03
241,batch,1.4843626590483439e-02,9.8515637340951656e-01,1.8181818181818182e-01,2.2844092570301407e-02,4.1534713764184881e-03
242,batch,1.4749943661301335e-02,9.8525005633869867e-01,1.8140589569160998e-01,2.2749191294781968e-02,4.1268374230897242e-03
243,batch,1.4657272778286878e-02,9.8534272722171312e-01,1.8099547511312220e-01,2.2652225220136418e-02,4.0999502660880290e-03
244,batch,1.4565622157403313e-02,9.8543437784259669e-01,1.8058690744920997e-01,2.2553251696949540e-02,4.0728219768757599e-03
245,batch,1.4474999272475197e-02,9.8552500072752480e-01,1.8018018018018020e-01,2.2452328965991655e-02,4.0454646785570373e-03
246,batch,1.4385410859806269e-02,9.8561458914019373e-01,1.7977528089887640e-01,2.2349516084408959e-02,4.0178905320285728e-03
247,batch,1.4296862923987130e-02,9.8570313707601287e-01,1.7937219730941706e-01,2.2244872851206021e-02,3.9901117221894196e-03
248,batch,1.4209360744692590e-02,9.8579063925530741e-01,1.7897091722595077e-01,2.2138459732277082e-02,3.9621404442553793e-03
249,batch,1.4122908884556251e-02,9.8587709111544375e-01,1.7857142857142858e-01,2.2030337785104631e-02,3.9339888901972295e-03
250,batch,1.4037511197976138e-02,9.8596248880202386e-01,1.7817371937639198e-01,2.1920568583340579e-02,3.9056692353391007e-03
251,batch,1.3953170840941831e-02,9.8604682915905817e-01,1.7777777777777778e-01,2.1809214141399292e-02,3.8771936251376501e-03
252,batch,1.3869890281630326e-02,9.8613010971836967e-01,1.7738359201773837e-01,2.1696336839298554e-02,3.8485741621815837e-03
253,batch,1.3787671312028182e-02,9.8621232868797182e-01,1.7699115044247790e-01,2.1581999347839591e-02,3.8198228934229047e-03
254,batch,1.3706515060281421e-02,9.8629348493971858e-01,1.7660044150110377e-01,2.1466264554349909e-02,3.7909517976776616e-03
255,batch,1.3626422003791383e-02,9.8637357799620862e-01,1.7621145374449340e-01,2.1349195489147342e-02,3.7619727734180108e-03
256,batch,1.3547391983091295e-02,9.8645260801690871e-01,1.7582417582417581e-01,2.1230855252820105e-02,3.7328976268694580e-03
257,batch,1.3469424216303372e-02,9.8653057578369663e-01,1.7543859649122806e-01,2.1111306944555066e-02,3.7037380604482608e-03
258,batch,1.3392517314392505e-02,9.8660748268560750e-01,1.7505470459518599e-01,2.0990613591575984e-02,3.6745056615450395e-03
259,batch,1.3316669296781547e-02,9.8668333070321845e-01,1.7467248908296945e-01,2.0868838079926462e-02,3.6452118916902388e-03
260,batch,1.3241877607634733e-02,9.8675812239236527e-01,1.7429193899782136e-01,2.0746043086592076e-02,3.6158680760944545e-03
261,batch,1.3168139132565981e-02,9.8683186086743402e-01,1.7391304347826089e-01,2.0622291013254839e-02,3.5864853936095854e-03
262,batch,1.3095450215757198e-02,9.8690454978424280e-01,1.7353579175704992e-01,2.0497643921620470e-02,3.5570748670925175e-03
263,batch,1.3023806677482486e-02,9.8697619332251751e-01,1.7316017316017315e-01,2.0372163470559170e-02,3.5276473542093898e-03
264,batch,1.2953203831964077e-02,9.8704679616803592e-01,1.7278617710583155e-01,2.0245910855111994e-02,3.4982135386802940e-03
265,batch,1.2883636505391260e-02,9.8711636349460874e-01,1.7241379310344826e-01,2.0118946747429870e-02,3.4687839219706236e-03
266,batch,1.2815099054364731e-02,9.8718490094563527e-01,1.7204301075268816e-01,1.9991331239767395e-02,3.4393688154438877e-03
267,batch,1.2747585384338511e-02,9.8725241461566149e-01,1.7167381974248927e-01,1.9863123789606092e-02,3.4099783329795902e-03
268,batch,1.2681088968320875e-02,9.8731891103167913e-01,1.7130620985010708e-01,1.9734383166937187e-02,3.3806223840578209e-03
269,batch,1.2615602865540421e-02,9.8738439713445958e-01,1.7094017094017097e-01,1.9605167403815623e-02,3.3513106673189255e-03
270,batch,1.2551119740325634e-02,9.8744888025967437e-01,1.7057569296375269e-01,1.9475533746186803e-02,3.3220526645947350e-03
271,batch,1.2487631880874539e-02,9.8751236811912546e-01,1.7021276595744680e-01,1.9345538608092058e-02,3.2928576354199321e-03
272,batch,1.2425131217938201e-02,9.8757486878206180e-01,1.6985138004246286e-01,1.9215237528180114e-02,3.2637346120051413e-03
273,batch,1.2363609343638449e-02,9.8763639065636155e-01,1.6949152542372881e-01,1.9084685128723577e-02,3.2346923946989185e-03
274,batch,1.2303057529959971e-02,9.8769694247004003e-01,1.6913319238900634e-01,1.8953935076950524e-02,3.2057395478986232e-03
275,batch,1.2243466747171139e-02,9.8775653325282886e-01,1.6877637130801687e-01,1.8823040048888972e-02,3.1768843964369718e-03
276,batch,1.2184827682174770e-02,9.8781517231782523e-01,1.6842105263157894e-01,1.8692051695630384e-02,3.1481350224219717e-03
277,batch,1.2127130756446336e-02,9.8787286924355366e-01,1.6806722689075632e-01,1.8561020612030285e-02,3.1194992625261449e-03
278,batch,1.2070366143902445e-02,9.8792963385609756e-01,1.6771488469601681e-01,1.8429996307835744e-02,3.0909847057167001e-03
279,batch,1.2014523788434706e-02,9.8798547621156529e-01,1.6736401673640167e-01,1.8299027181259156e-02,3.0625986914241420e-03
280,batch,1.1959593421151826e-02,9.8804040657884817e-01,1.6701461377870563e-01,1.8168160494919330e-02,3.0343483081284451e-03
281,batch,1.1905564577317063e-02,9.8809443542268294e-01,1.6666666666666666e-01,1.8037442354177646e-02,3.0062403923629350e-03
282,batch,1.1852426612900979e-02,9.8814757338709902e-01,1.6632016632016630e-01,1.7906917687805141e-02,2.9782815281173239e-03
283,batch,1.1800168720913051e-02,9.8819983127908695e-01,1.6597510373443983e-01,1.7776630230964249e-02,2.9504780466330627e-03
284,batch,1.1748779947148957e-02,9.8825122005285104e-01,1.6563146997929606e-01,1.7646622510441384e-02,2.9228360265741542e-03
285,batch,1.1698249205749911e-02,9.8830175079425009e-01,1.6528925619834711e-01,1.7516935832113622e-02,2.8953612945642345e-03
286,batch,1.1648565294206881e-02,9.8835143470579312e-01,1.6494845360824745e-01,1.7387610270585527e-02,2.8680594260759632e-03
287,batch,1.1599716907994329e-02,9.8840028309200567e-01,1.6460905349794241e-01,1.7258684660919857e-02,2.8409357466534523e-03
288,batch,1.1551692654826695e-02,9.8844830734517330e-01,1.6427104722792607e-01,1.7130196592462902e-02,2.8139953334641423e-03
289,batch,1.1504481068399852e-02,9.8849551893160015e-01,1.6393442622950821e-01,1.7002182404631253e-02,2.7872430171526344e-03
290,batch,1.1458070621690353e-02,9.8854192937830965e-01,1.6359918200408996e-01,1.6874677184699139e-02,2.7606833839998735e-03
291,batch,1.1412449739862995e-02,9.8858755026013700e-01,1.6326530612244897e-01,1.6747714767376388e-02,2.7343207783472028e-03
292,batch,1.1367606812627939e-02,9.8863239318737206e-01,1.6293279022403259e-01,1.6621327736265394e-02,2.7081593052978620e-03
293,batch,1.1323530206226895e-02,9.8867646979377311e-01,1.6260162601626019e-01,1.6495547427034647e-02,2.6822028336641822e-03
294,batch,1.1280208274896286e-02,9.8871979172510371e-01,1.6227180527383370e-01,1.6370403932242036e-02,2.6564549991468333e-03
295,batch,1.1237629371873670e-02,9.8876237062812633e-01,1.6194331983805671e-01,1.6245926107798091e-02,2.6309192077405819e-03
296,batch,1.1195781859913767e-02,9.8880421814008623e-01,1.6161616161616163e-01,1.6122141580911943e-02,2.6055986393393404e-03
297,batch,1.1154654121497298e-02,9.8884534587850270e-01,1.6129032258064518e-01,1.5999076759542475e-02,2.5804962515390954e-03
298,batch,1.1114234568306181e-02,9.8888576543169382e-01,1.6096579476861167e-01,1.5876756843182575e-02,2.5556147836108449e-03
299,batch,1.1074511650425833e-02,9.8892548834957417e-01,1.6064257028112450e-01,1.5755205835005063e-02,2.5309567606433903e-03
300,batch,1.1035473865176226e-02,9.8896452613482377e-01,1.6032064128256512e-01,1.5634446555181845e-02,2.5065244978247510e-03
301,batch,1.0997109765257806e-02,9.8900289023474219e-01,1.6000000000000000e-01,1.5514500655453621e-02,2.4823201048725730e-03
302,batch,1.0959407966593449e-02,9.8904059203340655e-01,1.5968063872255492e-01,1.5395388634710511e-02,2.4583454905725286e-03
303,batch,1.0922357155829454e-02,9.8907764284417055e-01,1.5936254980079684e-01,1.5277129855648882e-02,2.4346023674341249e-03
304,batch,1.0885946097161425e-02,9.8911405390283857e-01,1.5904572564612326e-01,1.5159742562361645e-02,2.4110922564392358e-03
305,batch,1.0850163639033017e-02,9.8914983636096698e-01,1.5873015873015875e-01,1.5043243898809360e-02,2.3878164918745230e-03
306,batch,1.0814998720192426e-02,9.8918500127980757e-01,1.5841584158415839e-01,1.4927649928115284e-02,2.3647762262360484e-03
307,batch,1.0780440375463884e-02,9.8921955962453612e-01,1.5810276679841898e-01,1.4812975652606820e-02,2.3419724351947438e-03
308,batch,1.0746477741162108e-02,9.8925352225883789e-01,1.5779092702169625e-01,1.4699235034534608e-02,2.3194059226089819e-03
309,batch,1.0713100059960068e-02,9.8928689994003993e-01,1.5748031496062992e-01,1.4586441017416707e-02,2.2970773255773834e-03
310,batch,1.0680296685665058e-02,9.8931970331433494e-01,1.5717092337917488e-01,1.4474605547941085e-02,2.2749871195192561e-03
311,batch,1.0648057087386253e-02,9.8935194291261375e-01,1.5686274509803924e-01,1.4363739598350092e-02,2.2531356232705912e-03
312,batch,1.0616370853439472e-02,9.8938362914656053e-01,1.5655577299412918e-01,1.4253853189281481e-02,2.2315230041927659e-03
313,batch,1.0585227694964061e-02,9.8941477230503594e-01,1.5625000000000000e-01,1.4144955412983232e-02,2.2101492832786503e-03
314,batch,1.0554617449190284e-02,9.8944538255080972e-01,1.5594541910331386e-01,1.4037054456851765e-02,2.1890143402497689e-03
315,batch,1.0524530082339001e-02,9.8947546991766100e-01,1.5564202334630350e-01,1.3930157627239212e-02,2.1681179186364553e-03
316,batch,1.0494955692336050e-02,9.8950504430766395e-01,1.5533980582524270e-01,1.3824271373483547e-02,2.1474596308324093e-03
317,batch,1.0465884511135060e-02,9.8953411548886494e-01,1.5503875968992248e-01,1.3719401312126542e-02,2.1270389631204037e-03
318,batch,1.0437306906752819e-02,9.8956269309324718e-01,1.5473887814313347e-01,1.3615552251217806e-02,2.1068552806526538e-03
319,batch,1.0409213385179084e-02,9.8959078661482092e-01,1.5444015444015446e-01,1.3512728214739903e-02,2.0869078323922535e-03
320,batch,1.0381594591859278e-02,9.8961840540814072e-01,1.5414258188824664e-01,1.3410932467041822e-02,2.0671957559987458e-03
321,batch,1.0354441313086049e-02,9.8964555868691395e-01,1.5384615384615385e-01,1.3310167537289898e-02,2.0477180826599978e-03
322,batch,1.0327744476947953e-02,9.8967225552305205e-01,1.5355086372360846e-01,1.3210435243832966e-02,2.0284737418553682e-03
323,batch,1.0301495154368623e-02,9.8969850484563138e-01,1.5325670498084290e-01,1.3111736718537607e-02,2.0094615660593987e-03
324,batch,1.0275684559661435e-02,9.8972431544033856e-01,1.5296367112810708e-01,1.3014072430967154e-02,1.9906802953678342e-03
325,batch,1.0250304050926529e-02,9.8974969594907347e-01,1.5267175572519084e-01,1.2917442212421111e-02,1.9721285820490388e-03
326,batch,1.0225345130459917e-02,9.8977465486954008e-01,1.5238095238095239e-01,1.2821845279803689e-02,1.9538049950176936e-03
327,batch,1.0200799444700204e-02,9.8979920055529980e-01,1.5209125475285173e-01,1.2727280259260220e-02,1.9357080242220688e-03
328,batch,1.0176658784218029e-02,9.8982334121578197e-01,1.5180265654648958e-01,1.2633745209586987e-02,1.9178360849468161e-03
329,batch,1.0152915083435410e-02,9.8984708491656459e-01,1.5151515151515152e-01,1.2541237645376971e-02,1.9001875220268194e-03
330,batch,1.0129560420261030e-02,9.8987043957973897e-01,1.5122873345935728e-01,1.2449754559857185e-02,1.8827606139670871e-03
331,batch,1.0106587015485502e-02,9.8989341298451450e-01,1.5094339622641509e-01,1.2359292447450395e-02,1.8655535769736534e-03
332,batch,1.0083987232129887e-02,9.8991601276787011e-01,1.5065913370998116e-01,1.2269847325953480e-02,1.8485645688818631e-03
333,batch,1.0061753574728938e-02,9.8993824642527106e-01,1.5037593984962405e-01,1.2181414758409160e-02,1.8317916929938291e-03
334,batch,1.0039878688294368e-02,9.8996012131170563e-01,1.5009380863039401e-01,1.2093989874589933e-02,1.8152330018145783e-03
335,batch,1.0018355357338193e-02,9.8998164464266181e-01,1.4981273408239701e-01,1.2007567392086778e-02,1.7988865006871987e-03
336,batch,9.9971765047537353e-03,9.9000282349524626e-01,1.4953271028037385e-01,1.1922141637012110e-02,1.7827501513288668e-03
337,batch,9.9763351906627662e-03,9.9002366480933723e-01,1.4925373134328360e-01,1.1837706564291924e-02,1.7668218752674512e-03
338,batch,9.9558246109278103e-03,9.9004417538907219e-01,1.4897579143389200e-01,1.1754255777513791e-02,1.7510995571715052e-03
339,batch,9.9356380960097246e-03,9.9006436190399028e-01,1.4869888475836432e-01,1.1671782548365400e-02,1.7355810480840347e-03
340,batch,9.9157691092954803e-03,9.9008423089070452e-01,1.4842300556586271e-01,1.1590279835612859e-02,1.7202641685510728e-03
341,batch,9.8962112456919549e-03,9.9010378875430805e-01,1.4814814814814814e-01,1.1509740303632526e-02,1.7051467116492953e-03
342,batch,9.8769582300528569e-03,9.9012304176994714e-01,1.4787430683918670e-01,1.1430156340479553e-02,1.6902264459119490e-03
343,batch,9.8580039154868571e-03,9.9014199608451314e-01,1.4760147601476015e-01,1.1351520075512394e-02,1.6755011181568036e-03
344,batch,9.8393422816854814e-03,9.9016065771831452e-01,1.4732965009208104e-01,1.1273823396524996e-02,1.6609684562099362e-03
345,batch,9.8209674332089270e-03,9.9017903256679107e-01,1.4705882352941180e-01,1.1197057966417266e-02,1.6466261715319599e-03
346,batch,9.8028735977536696e-03,9.9019712640224633e-01,1.4678899082568808e-01,1.1121215239410788e-02,1.6324719617483968e-03
347,batch,9.7850551242413264e-03,9.9021494487575867e-01,1.4652014652014653e-01,1.1046286476759721e-02,1.6185035130783527e-03
348,batch,9.7675064810800460e-03,9.9023249351891995e-01,1.4625228519195613e-01,1.0972262761999772e-02,1.6047185026690906e-03
349,batch,9.7502222543007777e-03,9.9024977774569922e-01,1.4598540145985400e-01,1.0899135015753191e-02,1.5911146008398844e-03
350,batch,9.7331971456604549e-03,9.9026680285433955e-01,1.4571948998178508e-01,1.0826894010003496e-02,1.5776894732245784e-03
351,batch,9.7164259707225309e-03,9.9028357402927747e-01,1.4545454545454548e-01,1.0755530381943509e-02,1.5644407828281259e-03
352,batch,9.6999036570079022e-03,9.9030009634299210e-01,1.4519056261343014e-01,1.0685034647351285e-02,1.5513661919929246e-03
353,batch,9.6836252419923996e-03,9.9031637475800760e-01,1.4492753623188409e-01,1.0615397213473850e-02,1.5384633642715811e-03
354,batch,9.6675858713123342e-03,9.9033241412868767e-01,1.4466546112115733e-01,1.0546608391490823e-02,1.5257299662193033e-03
355,batch,9.6517807966736147e-03,9.9034821920332639e-01,1.4440433212996390e-01,1.0478658408481265e-02,1.5131636690947764e-03
356,batch,9.6362053740520759e-03,9.9036379462594792e-01,1.4414414414414414e-01,1.0411537418986049e-02,1.5007621504845078e-03
357,batch,9.6208550616980748e-03,9.9037914493830193e-01,1.4388489208633093e-01,1.0345235516071079e-02,1.4885230958375302e-03
358,batch,9.6057254182316809e-03,9.9039427458176832e-01,1.4362657091561939e-01,1.0279742742014347e-02,1.4764441999302316e-03
359,batch,9.5908121007239888e-03,9.9040918789927601e-01,1.4336917562724014e-01,1.0215049098488655e-02,1.4645231682420970e-03
360,batch,9.5761108627662184e-03,9.9042388913723378e-01,1.4311270125223616e-01,1.0151144556399207e-02,1.4527577182682158e-03
361,batch,9.5616175525926606e-03,9.9043838244740734e-01,1.4285714285714288e-01,1.0088019065227622e-02,1.4411455807468122e-03
362,batch,9.5473281111865260e-03,9.9045267188881347e-01,1.4260249554367205e-01,1.0025662562034333e-02,1.4296845008248316e-03
363,batch,9.5332385704270939e-03,9.9046676142957291e-01,1.4234875444839859e-01,9.9640649799907742e-03,1.4183722391445757e-03
364,batch,9.5193450511822375e-03,9.9048065494881776e-01,1.4209591474245117e-01,9.9032162565822028e-03,1.4072065728713897e-03
365,batch,9.5056437615187450e-03,9.9049435623848125e-01,1.4184397163120566e-01,9.8431063413806086e-03,1.3961852966497272e-03
366,batch,9.4921309948445831e-03,9.9050786900515542e-01,1.4159292035398230e-01,9.7837252034582850e-03,1.3853062234985255e-03
367,batch,9.4788031281036744e-03,9.9052119687189633e-01,1.4134275618374559e-01,9.7250628384380183e-03,1.3745671856449247e-03
368,batch,9.4656566200281844e-03,9.9053434337997182e-01,1.4109347442680778e-01,9.6671092751549371e-03,1.3639660352952575e-03
369,batch,9.4526880093659393e-03,9.9054731199063406e-01,1.4084507042253522e-01,9.6098545820208804e-03,1.3535006453550692e-03
370,batch,9.4398939131108417e-03,9.9056010608688916e-01,1.4059753954305801e-01,9.5532888729971521e-03,1.3431689100874607e-03
371,batch,9.4272710248017866e-03,9.9057272897519821e-01,1.4035087719298245e-01,9.4974023132536334e-03,1.3329687457197988e-03
372,batch,9.4148161128512209e-03,9.9058518388714878e-01,1.4010507880910683e-01,9.4421851245195393e-03,1.3228980910009939e-03
373,batch,9.4025260189061211e-03,9.9059747398109388e-01,1.3986013986013984e-01,9.3876275900967639e-03,1.3129549077058472e-03
374,batch,9.3903976560795188e-03,9.9060960234392048e-01,1.3961605584642234e-01,9.3337200595921006e-03,1.3031371810948420e-03
375,batch,9.3784280075301929e-03,9.9062157199246981e-01,1.3937282229965156e-01,9.2804529533338561e-03,1.2934429203253104e-03
376,batch,9.3666141246864232e-03,9.9063338587531358e-01,1.3913043478260870e-01,9.2278167665117965e-03,1.2838701588189965e-03
377,batch,9.3549531257848262e-03,9.9064504687421517e-01,1.3888888888888890e-01,9.1758020730608996e-03,1.2744169545918262e-03
378,batch,9.3434421943038304e-03,9.9065655780569617e-01,1.3864818024263434e-01,9.1243995292337541e-03,1.2650813905350081e-03
379,batch,9.3320785774987369e-03,9.9066792142250126e-01,1.3840830449826991e-01,9.0735998769561378e-03,1.2558615746651812e-03
380,batch,9.3208595848482956e-03,9.9067914041515170e-01,1.3816925734024180e-01,9.0233939469129814e-03,1.2467556403334343e-03
381,batch,9.3097825866258477e-03,9.9069021741337415e-01,1.3793103448275862e-01,8.9737726614080391e-03,1.2377617464011043e-03
382,batch,9.2988450125199851e-03,9.9070115498748001e-01,1.3769363166953527e-01,8.9247270369627926e-03,1.2288780773787023e-03
383,batch,9.2880443501618393e-03,9.9071195564983816e-01,1.3745704467353953e-01,8.8762481867457436e-03,1.2201028435388998e-03
384,batch,9.2773781437719416e-03,9.9072262185622806e-01,1.3722126929674100e-01,8.8283273227213153e-03,1.2114342809909084e-03
385,batch,9.2668439928633717e-03,9.9073315600713663e-01,1.3698630136986303e-01,8.7809557576582556e-03,1.2028706517339756e-03
386,batch,9.2564395508676345e-03,9.9074356044913237e-01,1.3675213675213677e-01,8.7341249068909905e-03,1.1944102436774013e-03
387,batch,9.2461625238450251e-03,9.9075383747615497e-01,1.3651877133105805e-01,8.6878262899144978e-03,1.1860513706368051e-03
388,batch,9.2360106692545019e-03,9.9076398933074550e-01,1.3628620102214650e-01,8.6420515318018313e-03,1.1777923723068971e-03
389,batch,9.2259817946559464e-03,9.9077401820534405e-01,1.3605442176870750e-01,8.5967923644306356e-03,1.1696316142082324e-03
390,batch,9.2160737565930573e-03,9.9078392624340694e-01,1.3582342954159593e-01,8.5520406275705965e-03,1.1615674876157139e-03
391,batch,9.2062844592833981e-03,9.9079371554071660e-01,1.3559322033898305e-01,8.5077882697752894e-03,1.1535984094610593e-03
392,batch,9.1966118535571351e-03,9.9080338814644286e-01,1.3536379018612521e-01,8.4640273491665141e-03,1.1457228222222365e-03
393,batch,9.1870539356807557e-03,9.9081294606431924e-01,1.3513513513513514e-01,8.4207500340224336e-03,1.1379391937868281e-03
394,batch,9.1776087462814848e-03,9.9082239125371852e-01,1.3490725126475550e-01,8.3779486032974707e-03,1.1302460173082765e-03
395,batch,9.1682743691741120e-03,9.9083172563082589e-01,1.3468013468013471e-01,8.3356154469367404e-03,1.1226418110352422e-03
396,batch,9.1590489303930989e-03,9.9084095106960690e-01,1.3445378151260504e-01,8.2937430661295160e-03,1.1151251181350391e-03
397,batch,9.1499305971494138e-03,9.9085006940285059e-01,1.3422818791946309e-01,8.2523240734019183e-03,1.1076945064969201e-03
398,batch,9.1409175767379613e-03,9.9085908242326204e-01,1.3400335008375208e-01,8.2113511926216846e-03,1.1003485685255456e-03
399,batch,9.1320081156641697e-03,9.9086799188433583e-01,1.3377926421404682e-01,8.1708172588823378e-03,1.0930859209207036e-03
400,batch,9.1232004985435378e-03,9.9087679950145646e-01,1.3355592654424039e-01,8.1307152183286036e-03,1.0859052044512429e-03
