gamma,method,iteration,fixed_validation_fidelity,noiseless_fidelity,gradient_norm,train_trajectories,validation_trajectories
0.023000000000000003,independent,22,0.06975903960516333,0.05523010218924898,0.06752413661339042,16,32
0.023000000000000003,independent,23,0.07012192356751859,0.0548610924351873,0.06512276814529262,16,32
0.023000000000000003,independent,24,0.07017577520191962,0.05549120140961618,0.06993781039314767,16,32
0.023000000000000003,independent,25,0.0704229196651824,0.055144191696175036,0.09530209107202685,16,32
0.023000000000000003,independent,26,0.07067090366476228,0.057116136042936215,0.05870235126535361,16,32
0.023000000000000003,independent,27,0.0709031051386576,0.05856087382824316,0.09167321849555725,16,32
0.023000000000000003,independent,28,0.07135547899488526,0.06148669565809515,0.06821810631450966,16,32
0.023000000000000003,independent,29,0.07154951254463512,0.06340475449935314,0.0682669655392599,16,32
0.023000000000000003,independent,30,0.07200391546284769,0.06555364948835539,0.08217558815676816,16,32
0.023000000000000003,independent,31,0.0724207943926477,0.06735112367184432,0.07459822548314916,16,32
0.023000000000000003,independent,32,0.07281481022689518,0.06749093732219168,0.05461601550413995,16,32
0.023000000000000003,independent,33,0.07303569414197714,0.06766428650583746,0.09920035632836657,16,32
0.023000000000000003,independent,34,0.0733473328275164,0.07079574017503246,0.07330426521279507,16,32
0.023000000000000003,independent,35,0.07385330089324862,0.0723313722875997,0.0701032276386466,16,32
0.023000000000000003,independent,36,0.07410061530300782,0.07519595391441027,0.0914693675256192,16,32
0.023000000000000003,independent,37,0.07413662505781989,0.07782399905536115,0.08397252090908257,16,32
0.023000000000000003,independent,38,0.07448672312143059,0.08135325165013162,0.0789496425220186,16,32
0.023000000000000003,independent,39,0.07487039357711739,0.08310653745059933,0.07647983613452913,16,32
0.023000000000000003,independent,40,0.07506891852823494,0.08460492975872351,0.11684441366369058,16,32
0.023000000000000003,independent,41,0.07583767725332831,0.0903618020545732,0.0815925842198427,16,32
0.023000000000000003,independent,42,0.07614872429228742,0.08921091102786674,0.11136674673698856,16,32
0.023000000000000003,independent,43,0.07689132001179849,0.09126947026104548,0.07211855155730289,16,32
0.023000000000000003,independent,44,0.0770238795311489,0.09074547391906437,0.11406496100796168,16,32
0.023000000000000003,independent,45,0.07785807670261566,0.09555033861862575,0.07786448350006747,16,32
0.023000000000000003,independent,46,0.07810852391664734,0.0973255117250158,0.06892910196144304,16,32
0.023000000000000003,independent,47,0.07860174552778428,0.09903945255374436,0.06779072152566953,16,32
0.023000000000000003,independent,48,0.07878989452440692,0.0995673185795837,0.06550555857836969,16,32
0.023000000000000003,independent,49,0.07914784330410253,0.10171304744330086,0.07491230740225266,16,32
0.023000000000000003,independent,50,0.07971068919886659,0.10475248137407336,0.08361400095840642,16,32
0.023000000000000003,independent,51,0.08033853491708168,0.10748488184097303,0.08359688788208045,16,32
0.023000000000000003,independent,52,0.0807028326893745,0.1117053487507321,0.12175797472554974,16,32
0.023000000000000003,independent,53,0.08153301868426494,0.11580987329695096,0.10646197676046146,16,32
0.023000000000000003,independent,54,0.08255108411510656,0.11961847317998464,0.08326124491541602,16,32
0.023000000000000003,independent,55,0.0833020573999885,0.12169332492920214,0.10476147535998044,16,32
0.023000000000000003,independent,56,0.08422396389106199,0.12722970344127632,0.08215219512616498,16,32
0.023000000000000003,independent,57,0.08475981455476975,0.12944092891006276,0.09092658731619228,16,32
0.023000000000000003,independent,58,0.08527791754399786,0.12945700207827324,0.08511775281226812,16,32
0.023000000000000003,independent,59,0.08586059796467872,0.1329492835255473,0.0581730287819956,16,32
0.023000000000000003,independent,60,0.08632157351882351,0.13546148332528293,0.057773349132461724,16,32
0.023000000000000003,independent,61,0.08632460071135237,0.13485175631916616,0.09329553933017405,16,32
0.023000000000000003,independent,62,0.08680438979415717,0.13846438646287668,0.13133200598612885,16,32
0.023000000000000003,independent,63,0.08801243362100716,0.14239657289210322,0.08346403125220052,16,32
0.023000000000000003,independent,64,0.08852025280951153,0.1426415907804336,0.1177744352974531,16,32
0.023000000000000003,independent,65,0.08898168054085143,0.1439841450028166,0.09465095241306205,16,32
0.023000000000000003,independent,66,0.08974728502178654,0.1501647533816127,0.09731058819212543,16,32
0.023000000000000003,independent,67,0.09052686755590614,0.1542343554498441,0.10514283432359597,16,32
0.023000000000000003,independent,68,0.09075198471044522,0.15545054791360136,0.09450169186978608,16,32
0.023000000000000003,independent,69,0.09160385562138212,0.16091425527468953,0.10584395522039654,16,32
0.023000000000000003,independent,70,0.09280972165277121,0.16798449600473736,0.0763341022354583,16,32
0.023000000000000003,independent,71,0.09319073391288876,0.170416343268713,0.11422833809445072,16,32
0.023000000000000003,independent,72,0.09451257795978155,0.17537980326988742,0.10165027545546108,16,32
0.023000000000000003,independent,73,0.09541024522293207,0.18028946591023712,0.111600118055979,16,32
0.023000000000000003,independent,74,0.09657993690861794,0.18234522421792476,0.09062383385476575,16,32
0.023000000000000003,independent,75,0.09698313518304834,0.18262072981646413,0.16683763750771394,16,32
0.023000000000000003,independent,76,0.09889051264706683,0.194321831811122,0.05895265045894221,16,32
0.023000000000000003,independent,77,0.09913084676391756,0.19385719114642666,0.07991347285216717,16,32
0.023000000000000003,independent,78,0.09969408326972634,0.20032900745283413,0.10679107305478669,16,32
0.023000000000000003,independent,79,0.10064661342000625,0.206719402627356,0.12026347145301035,16,32
0.023000000000000003,independent,80,0.10173069141336372,0.21761372376092206,0.0,16,32
0.023000000000000003,cross,0,0.07179296921798216,0.03629077792440385,0.08109758817282221,4,12
0.023000000000000003,cross,1,0.0720366885471845,0.037151340380891594,0.09484662111385328,4,12
0.023000000000000003,cross,2,0.07221152334501026,0.03902870795380134,0.1063575905071487,4,12
0.023000000000000003,cross,3,0.07202290870756706,0.03872297935234202,0.08427132975429694,4,12
0.023000000000000003,cross,4,0.07220271270579381,0.039062799638436785,0.10195946258060086,4,12
0.023000000000000003,cross,5,0.07261006479980321,0.04167051243127779,0.08198224897561654,4,12
0.023000000000000003,cross,6,0.0731064702538216,0.0413485000364776,0.13256219962384588,4,12
0.023000000000000003,cross,7,0.07361502909939109,0.04308816052444751,0.14462301710172631,4,12
0.023000000000000003,cross,8,0.07392420984890219,0.04468966603440779,0.10764567487829807,4,12
0.023000000000000003,cross,9,0.07479526218189764,0.04446627846215994,0.09399334283966226,4,12
0.023000000000000003,cross,10,0.07406457987320043,0.04497608094242162,0.09514809895482626,4,12
0.023000000000000003,cross,11,0.07390259282024651,0.045301916140121655,0.07035022423679642,4,12
0.023000000000000003,cross,12,0.07389273902982126,0.04649060659029285,0.07485403768831088,4,12
0.023000000000000003,cross,13,0.07433077753649918,0.04723278651268199,0.10471896645080743,4,12
0.023000000000000003,cross,14,0.07417897414820206,0.048654990517506484,0.09854394890912163,4,12
0.023000000000000003,cross,15,0.07411145024183803,0.04957100842908703,0.09982667310080943,4,12
0.023000000000000003,cross,16,0.07403392604860903,0.04963158458872665,0.10752438658800811,4,12
0.023000000000000003,cross,17,0.07393369837634763,0.05216143293293711,0.09217524080515248,4,12
0.023000000000000003,cross,18,0.07423403923705583,0.05387380668389234,0.08941012071034916,4,12
0.023000000000000003,cross,19,0.074415999609196,0.05408815755759031,0.05469173772860935,4,12
0.023000000000000003,cross,20,0.07436427156649476,0.054528491694851154,0.10715334131190798,4,12
0.023000000000000003,cross,21,0.07487787744890943,0.05427629875472263,0.1019298014119521,4,12
0.023000000000000003,cross,22,0.07484567590602668,0.057391293234663444,0.0919544269148603,4,12
0.023000000000000003,cross,23,0.07480875708789687,0.05768280568018573,0.08747335575301961,4,12
0.023000000000000003,cross,24,0.07506794868593374,0.05900130632546328,0.1568180904499206,4,12
0.023000000000000003,cross,25,0.0761831193225139,0.0554631130208386,0.11977331552247837,4,12
0.023000000000000003,cross,26,0.07614230808601459,0.05554325391848154,0.09817687629017689,4,12
0.023000000000000003,cross,27,0.07582839488313783,0.057794558106354116,0.16945605717663081,4,12
0.023000000000000003,cross,28,0.07580120742418602,0.060028743419610446,0.10467519793646088,4,12
0.023000000000000003,cross,29,0.07583915606993584,0.06359355952255143,0.10474803085106743,4,12
0.023000000000000003,cross,30,0.07588676978121882,0.06695849885942738,0.11939656801625112,4,12
0.023000000000000003,cross,31,0.07560893297812978,0.06746724552129794,0.13172876622589114,4,12
0.023000000000000003,cross,32,0.07636780912079504,0.06789091624720436,0.08619950753574597,4,12
0.023000000000000003,cross,33,0.07628771611956145,0.06714151305981896,0.17478858026044855,4,12
0.023000000000000003,cross,34,0.07614256353318624,0.07229006717329266,0.12754057098268087,4,12
0.023000000000000003,cross,35,0.07617423943980144,0.07011811316096025,0.07779385118106823,4,12
0.023000000000000003,cross,36,0.07643967269975004,0.07203347132771096,0.11287174925190717,4,12
0.023000000000000003,cross,37,0.07618523722596168,0.07497556058468796,0.10024186432011571,4,12
0.023000000000000003,cross,38,0.07581009633561236,0.07829966760893055,0.10751678993159221,4,12
0.023000000000000003,cross,39,0.07606087507098354,0.08260711322994742,0.12906355219123247,4,12
0.023000000000000003,cross,40,0.07599007137507367,0.08581592243282304,0.06364394886683176,4,12
0.023000000000000003,cross,41,0.07618124381274359,0.08681934110944711,0.09322814663711103,4,12
0.023000000000000003,cross,42,0.07658334083303815,0.08812152518615855,0.07636339906753548,4,12
0.023000000000000003,cross,43,0.07696789933579408,0.09038846892651682,0.06612041262343997,4,12
0.023000000000000003,cross,44,0.07689521612944179,0.09020753064284655,0.09026585822298486,4,12
0.023000000000000003,cross,45,0.07667961021046717,0.09294435375044557,0.10938244271720478,4,12
0.023000000000000003,cross,46,0.0764565352792128,0.09436599642870046,0.08933859462716025,4,12
0.023000000000000003,cross,47,0.0766694586038652,0.09619347743273808,0.07095567663889603,4,12
0.023000000000000003,cross,48,0.07684680972655174,0.0980832095701434,0.12036881822190568,4,12
0.023000000000000003,cross,49,0.07718647036757971,0.09806457141948474,0.11548097524973672,4,12
0.023000000000000003,cross,50,0.07754394947480664,0.10099470344279801,0.10209597191510342,4,12
0.023000000000000003,cross,51,0.07746865112905758,0.10330754571399889,0.13340828144224728,4,12
0.023000000000000003,cross,52,0.07736628322926145,0.10657891395693059,0.1874218108534972,4,12
0.023000000000000003,cross,53,0.07808600199049756,0.11011830571205665,0.22378961949625079,4,12
0.023000000000000003,cross,54,0.07824498746081408,0.11918177643057282,0.100438242572819,4,12
0.023000000000000003,cross,55,0.07855216281481213,0.12068761781871064,0.1410747571350975,4,12
0.023000000000000003,cross,56,0.07821584033880748,0.12805396832273233,0.12778376565040847,4,12
0.023000000000000003,cross,57,0.07809134476035337,0.1343456880853196,0.1140295564467,4,12
0.023000000000000003,cross,58,0.07751971992802957,0.13388038395414312,0.10645273543983838,4,12
0.023000000000000003,cross,59,0.07760780080257722,0.13729214038527304,0.10963226381280929,4,12
0.023000000000000003,cross,60,0.07727093173983357,0.14431103778307872,0.06738294359997882,4,12
0.023000000000000003,cross,61,0.07716088552671262,0.14288639650023713,0.19151228145433855,4,12
0.023000000000000003,cross,62,0.07726548787218286,0.14365692671811137,0.18491801600147634,4,12
0.023000000000000003,cross,63,0.07756923836922248,0.1477973825383623,0.17516459439636917,4,12
0.023000000000000003,cross,64,0.07709793189296953,0.1478316728551496,0.1249837089772934,4,12
0.023000000000000003,cross,65,0.07660182761875733,0.1502612855691882,0.10654703327123276,4,12
0.023000000000000003,cross,66,0.0768495530354497,0.15235355580821885,0.22672751713810163,4,12
0.023000000000000003,cross,67,0.07777597808867778,0.1650637670609367,0.11550392312983063,4,12
0.023000000000000003,cross,68,0.0783524151071298,0.17000598262690841,0.18532447629642304,4,12
0.023000000000000003,cross,69,0.07896309755869187,0.18310506883388356,0.11034129532533529,4,12
0.023000000000000003,cross,70,0.07918052593551522,0.18340936952101997,0.10533376003582517,4,12
0.023000000000000003,cross,71,0.0791019051205936,0.17947715578506349,0.07566074091844768,4,12
0.023000000000000003,cross,72,0.0790739019314256,0.18335551813544806,0.18324499505674785,4,12
0.023000000000000003,cross,73,0.07883569845029503,0.18570277641876295,0.1572353584556369,4,12
0.023000000000000003,cross,74,0.07968848112219772,0.19409674921296555,0.12858979128537623,4,12
0.023000000000000003,cross,75,0.07950718076853804,0.18938395571690197,0.16692796223713607,4,12
0.023000000000000003,cross,76,0.07976889615179149,0.20011586370137607,0.1013987299795317,4,12
0.023000000000000003,cross,77,0.07991318904555775,0.20602704571364913,0.15369908955250416,4,12
0.023000000000000003,cross,78,0.0805798057387505,0.22026033615784374,0.15785131711869044,4,12
0.023000000000000003,cross,79,0.0818659951499048,0.2333625390913623,0.12082237095223179,4,12
0.023000000000000003,cross,80,0.08171229367294923,0.2379833671766523,0.0,4,12
0.034,independent,0,0.04369110097475887,0.03629077792440385,0.07696777748431939,16,32
0.034,independent,1,0.0435463826990274,0.03629065941858348,0.05777375228727835,16,32
0.034,independent,2,0.043867874048471416,0.03700931086235152,0.06891355684673615,16,32
0.034,independent,3,0.04408378290805755,0.03792694046079792,0.06488663599839628,16,32
0.034,independent,4,0.04427121584965482,0.03816022437191388,0.06877921091212535,16,32
0.034,independent,5,0.044362884881084516,0.039298707994602874,0.08496284711225584,16,32
0.034,independent,6,0.044492832565612095,0.03998323400740159,0.05986761490879403,16,32
0.034,independent,7,0.04469102209173033,0.03993098565224339,0.06833243422487473,16,32
0.034,independent,8,0.04482027587110038,0.04016791324545002,0.06588490160307008,16,32
0.034,independent,9,0.04512791674015816,0.04108432659290451,0.05670661227116766,16,32
0.034,independent,10,0.045058214995036414,0.04130242396350512,0.044703984106939806,16,32
0.034,independent,11,0.045157126999861505,0.04143181754951534,0.08049290870463721,16,32
0.034,independent,12,0.045468585296853534,0.042063838413871124,0.07906844360239607,16,32
0.034,independent,13,0.04592861143229736,0.04260298474554172,0.06246281530270079,16,32
0.034,independent,14,0.04598025807800535,0.043189343983958434,0.06297982713042743,16,32
0.034,independent,15,0.0460731205591482,0.043500315211731234,0.06566249582027739,16,32
0.034,independent,16,0.0458922596294644,0.04361380472516492,0.056212706419171685,16,32
0.034,independent,17,0.04612137515945682,0.04391924807744319,0.05974130849117259,16,32
0.034,independent,18,0.046180434369976014,0.04354068258577389,0.05188665455582683,16,32
0.034,independent,19,0.04604780792170983,0.04295882785344232,0.05286772615941259,16,32
0.034,independent,20,0.04615285166068268,0.0439988484578445,0.04849964759314823,16,32
0.034,independent,21,0.04628414666331777,0.045144009599746786,0.0749433369911126,16,32
0.034,independent,22,0.046307529698551404,0.045563656162193045,0.07868488282157937,16,32
0.034,independent,23,0.046270669832279905,0.04498214718513403,0.051860293183909695,16,32
0.034,independent,24,0.04650292368633501,0.04551505639712124,0.08797186409561858,16,32
0.034,independent,25,0.04628952203889676,0.04476500317336082,0.05823816771914589,16,32
0.034,independent,26,0.04640776427608778,0.04550410028694007,0.06236429200531103,16,32
0.034,independent,27,0.0463327704062958,0.04576633274074136,0.06443515682258809,16,32
0.034,independent,28,0.04664707566897269,0.046461369787335,0.07370010885784109,16,32
0.034,independent,29,0.04649979941355213,0.045478313200359034,0.05509163886974033,16,32
0.034,independent,30,0.04672131095158838,0.045701303354203596,0.08465610594912253,16,32
0.034,independent,31,0.047097178538216135,0.046187184028568695,0.07082140326162972,16,32
0.034,independent,32,0.04711907307654706,0.0461192953980492,0.07158483111185869,16,32
0.034,independent,33,0.04738529726706004,0.04678505687885856,0.08182879761604923,16,32
0.034,independent,34,0.04767619642853914,0.047013850829511754,0.06662028251380733,16,32
0.034,independent,35,0.04793021411176763,0.04782780780046914,0.061601413331514615,16,32
0.034,independent,36,0.048069380827058,0.0487486199295026,0.06699978724518979,16,32
0.034,independent,37,0.04823344169024832,0.04884743806673422,0.05566722412584007,16,32
0.034,independent,38,0.048539588841411595,0.04939420550372619,0.07769458400807767,16,32
0.034,independent,39,0.04871168957281263,0.04960843172149615,0.07100307535815246,16,32
0.034,independent,40,0.04915862083209513,0.05077559174104813,0.06914577481162636,16,32
0.034,independent,41,0.04965761842916301,0.051819232772271705,0.06562622656111815,16,32
0.034,independent,42,0.049859209129163515,0.05239103284814246,0.07351536265378893,16,32
0.034,independent,43,0.0502547220077289,0.05313236788899498,0.056837346211823896,16,32
0.034,independent,44,0.05023127440588036,0.05380862452049537,0.072638629852421,16,32
0.034,independent,45,0.05069865350388398,0.055366235322155996,0.09774267611166834,16,32
0.034,independent,46,0.05105953987915497,0.05719994948792351,0.050703860959377525,16,32
0.034,independent,47,0.05117510773634333,0.05720051494729016,0.08097764766011724,16,32
0.034,independent,48,0.05117990341386862,0.05811440441672301,0.060833522674451516,16,32
0.034,independent,49,0.05111506301961485,0.058498980452443956,0.055080703870408504,16,32
0.034,independent,50,0.051274571943098174,0.05901206714061261,0.05199159388213028,16,32
0.034,independent,51,0.051362811755531104,0.05912287086273469,0.09477957010372871,16,32
0.034,independent,52,0.05125700266600974,0.06189116230768982,0.07990304875668813,16,32
0.034,independent,53,0.051764294220430225,0.06287723796000198,0.05394554939171015,16,32
0.034,independent,54,0.05162332792248221,0.062428493291738656,0.082837552634671,16,32
0.034,independent,55,0.051792667233503106,0.062170721714241595,0.10337548823304052,16,32
0.034,independent,56,0.052168364198490094,0.06358319550870972,0.05311240353353211,16,32
0.034,independent,57,0.052256935637936715,0.06377007194282255,0.04149573281798491,16,32
0.034,independent,58,0.05244416663924874,0.06388364739023639,0.0618311829608194,16,32
0.034,independent,59,0.05265233660323883,0.06520559249096289,0.06983329522985474,16,32
0.034,independent,60,0.05271526786809963,0.06657532532249222,0.06591116912100183,16,32
0.034,independent,61,0.0527419450030496,0.06632365167106889,0.05048800715165703,16,32
0.034,independent,62,0.0528477207791601,0.06749435818241109,0.0683653495084824,16,32
0.034,independent,63,0.05302989470117875,0.07020612722916494,0.07970146604373887,16,32
0.034,independent,64,0.053275407394200766,0.071537669029354,0.044633028619647463,16,32
0.034,independent,65,0.05326985449106551,0.07252684860510142,0.05612080354032182,16,32
0.034,independent,66,0.05328347763580374,0.07197313437573044,0.05793493666177127,16,32
0.034,independent,67,0.053444006606053834,0.07103209700766684,0.08106177636568211,16,32
0.034,independent,68,0.053583029626990394,0.07249811566788814,0.09024847690020518,16,32
0.034,independent,69,0.05347070981858745,0.07359735049109761,0.0817609390457455,16,32
0.034,independent,70,0.053499406849537634,0.07381945992703036,0.04171279268437199,16,32
0.034,independent,71,0.0535133352985814,0.07380323094345015,0.10651107794251867,16,32
0.034,independent,72,0.05357760008854248,0.07432643188930556,0.08074662853671226,16,32
0.034,independent,73,0.0538814275100408,0.07660610736046065,0.0830384558944624,16,32
0.034,independent,74,0.05414915671448657,0.07801518564671628,0.08464461857248896,16,32
0.034,independent,75,0.05451393410238758,0.07779633200041944,0.06991530170065514,16,32
0.034,independent,76,0.054606453017401024,0.07854979321564252,0.05312779373124193,16,32
0.034,independent,77,0.054749775091275855,0.08018722203069983,0.059947413218952916,16,32
0.034,independent,78,0.05456148031417507,0.07894047578251213,0.07312128153646273,16,32
0.034,independent,79,0.05464664430750891,0.08148492561531823,0.07811197496488989,16,32
0.034,independent,80,0.05485805400771797,0.08199114364329878,0.0,16,32
0.034,cross,0,0.04805468627602025,0.03629077792440385,0.07380654196533086,4,12
0.034,cross,1,0.04807425752671768,0.03650045606897422,0.07659788210560187,4,12
0.034,cross,2,0.04836119402979089,0.03732857154651631,0.06514094273696876,4,12
0.034,cross,3,0.04850228729238908,0.03783422336532302,0.11875128448267,4,12
0.034,cross,4,0.04828740472600701,0.03668128251519302,0.08592138077411246,4,12
0.034,cross,5,0.048422058228233596,0.03648053776068805,0.10660109148799073,4,12
0.034,cross,6,0.048396471662684765,0.03604083242431571,0.08823175508038225,4,12
0.034,cross,7,0.04866380619731155,0.03716823399764541,0.08855012520609241,4,12
0.034,cross,8,0.048710115769566166,0.037359767373470534,0.07624025421836246,4,12
0.034,cross,9,0.04905177948666758,0.03787268085936785,0.07059116894418983,4,12
0.034,cross,10,0.0490475753812335,0.03851217733927595,0.08143828077246895,4,12
0.034,cross,11,0.04917221195084492,0.0383428914913239,0.11448729899808187,4,12
0.034,cross,12,0.04949383234954114,0.03869745243274605,0.04535041366873431,4,12
0.034,cross,13,0.04957527054326947,0.03935282157922371,0.09874150028813293,4,12
0.034,cross,14,0.04991687868269026,0.04054306890542155,0.09146935849002999,4,12
0.034,cross,15,0.05011978151231616,0.041932450965646864,0.08404615258574434,4,12
0.034,cross,16,0.05008263588679485,0.04228561739673009,0.08864254815513205,4,12
0.034,cross,17,0.05029974389626785,0.043067431056577454,0.07598287823385044,4,12
0.034,cross,18,0.0500409080945198,0.04264557112600461,0.0976126718294594,4,12
0.034,cross,19,0.05007719513516454,0.043069584328317666,0.07954396116289028,4,12
0.034,cross,20,0.04995727481975851,0.04361685107351845,0.09776511705754734,4,12
0.034,cross,21,0.050124893476094244,0.04504838771106437,0.05423389243527622,4,12
0.034,cross,22,0.05010103594595083,0.044685583074187366,0.0897877828964307,4,12
0.034,cross,23,0.049795557766275554,0.04528014476823122,0.07610596794371192,4,12
0.034,cross,24,0.05010767200795025,0.0465319034283314,0.15973786791448688,4,12
0.034,cross,25,0.04961209207742199,0.04387023529777176,0.10492159067488574,4,12
0.034,cross,26,0.049681614986781565,0.04563414844520065,0.0664742249562964,4,12
0.034,cross,27,0.049785936495407544,0.04719906439779157,0.09069939872003817,4,12
0.034,cross,28,0.050276303539237684,0.04862795620077746,0.14315434582402523,4,12
0.034,cross,29,0.049940862481989014,0.04783806764944644,0.06659974385824999,4,12
0.034,cross,30,0.050079272014673056,0.04939653846821809,0.11228874001896447,4,12
0.034,cross,31,0.04972741088082805,0.04958818740343008,0.08742086635342919,4,12
0.034,cross,32,0.04998444183325801,0.04940912648934161,0.06926104795056978,4,12
0.034,cross,33,0.050041474306950516,0.04954117928236544,0.15143303597247806,4,12
0.034,cross,34,0.0503183857569392,0.05020633604913045,0.10455610487315276,4,12
0.034,cross,35,0.04983915218432212,0.04883056988147411,0.12185095873993497,4,12
0.034,cross,36,0.05044743685031058,0.05179162752412736,0.07787158862286965,4,12
0.034,cross,37,0.05088243075379965,0.05270000003945052,0.09356815538009956,4,12
0.034,cross,38,0.0510595206775361,0.05347390649150808,0.07557334885270597,4,12
0.034,cross,39,0.051193523922882435,0.05486785737926602,0.11046676043502048,4,12
0.034,cross,40,0.05152270138231501,0.05780848642215587,0.06822239289759367,4,12
0.034,cross,41,0.05160379352833671,0.05848493993796275,0.11565381651707336,4,12
0.034,cross,42,0.05181682281692562,0.059273751788611634,0.09750794552086348,4,12
0.034,cross,43,0.05190592488519055,0.06125718209838534,0.06753825821588563,4,12
0.034,cross,44,0.051867587888205745,0.061579016653418084,0.08256356044555457,4,12
0.034,cross,45,0.05234357408140905,0.0635936613132958,0.11973937300032596,4,12
0.034,cross,46,0.052820016972806805,0.06519410450048634,0.13315681254568978,4,12
0.034,cross,47,0.052437904610193535,0.0642351042598322,0.09398330226655555,4,12
0.034,cross,48,0.052227652957830266,0.06545393163057454,0.09279407375607533,4,12
0.034,cross,49,0.05218317898600882,0.06757199217023152,0.08046783447570187,4,12
0.034,cross,50,0.052295465873218455,0.06717401901212053,0.06755176753617063,4,12
0.034,cross,51,0.05224700152062936,0.06631851740407753,0.11416208361718305,4,12
0.034,cross,52,0.0527398866609366,0.06734345510185645,0.11815499388802193,4,12
0.034,cross,53,0.053194753507251995,0.06692595358812502,0.06040633600443649,4,12
0.034,cross,54,0.053538585618723274,0.06802145334947046,0.1128108326125794,4,12
0.034,cross,55,0.05388499654940002,0.06941129365171386,0.09985526547896939,4,12
0.034,cross,56,0.05425077067498734,0.07107733659040877,0.10120776811072399,4,12
0.034,cross,57,0.05432870517322313,0.07364555793090104,0.06985640154724893,4,12
0.034,cross,58,0.05460518846681899,0.0738648554480462,0.08732205849323706,4,12
0.034,cross,59,0.054734466139340666,0.07459365225627394,0.10270228925550678,4,12
0.034,cross,60,0.054740117069152015,0.07629041034466251,0.11764853397629668,4,12
0.034,cross,61,0.054673418092669124,0.07443901378426258,0.08424537472496785,4,12
0.034,cross,62,0.05488705161302924,0.07473423620560096,0.11047667281978181,4,12
0.034,cross,63,0.0552647090625798,0.07627189652357438,0.12329203050806102,4,12
0.034,cross,64,0.055450650971538985,0.07766818172990435,0.087523414621651,4,12
0.034,cross,65,0.05580654869174037,0.07854299684523988,0.08066688553179924,4,12
0.034,cross,66,0.056462964158297824,0.07871615285614206,0.10015119938369348,4,12
0.034,cross,67,0.05654325014475586,0.07848007467394245,0.11932414473345689,4,12
0.034,cross,68,0.056688207617526576,0.08159854592176266,0.1653655860010909,4,12
0.034,cross,69,0.05590817578237925,0.08070879361221231,0.10804714983338108,4,12
0.034,cross,70,0.055900206632504744,0.08459881560969484,0.07765495492591293,4,12
0.034,cross,71,0.056004540724231854,0.08546168882033583,0.12654213043115561,4,12
0.034,cross,72,0.05656796197227524,0.08739007214119267,0.08304803811477082,4,12
0.034,cross,73,0.05644113252300148,0.08602829025083183,0.07488199611366822,4,12
0.034,cross,74,0.05665232904869668,0.08597869230882005,0.10838047080127661,4,12
0.034,cross,75,0.0571293787737934,0.08463896147893117,0.14171083736359005,4,12
0.034,cross,76,0.05704447019346806,0.0849714596599113,0.11179877108226025,4,12
0.034,cross,77,0.0575334501911031,0.08917368964980138,0.07704010957101594,4,12
0.034,cross,78,0.057464940235953194,0.08778384604507547,0.055067558525839895,4,12
0.034,cross,79,0.057466310449742146,0.08896343722072396,0.08528487112070265,4,12
0.034,cross,80,0.05763138233881657,0.08984708178826767,0.0,4,12
0.045000000000000005,independent,0,0.06184066658769938,0.03629077792440385,0.06269139125043875,16,32
0.045000000000000005,independent,1,0.061994171953198327,0.03722696134604071,0.06037193447690275,16,32
0.045000000000000005,independent,2,0.062171499247323916,0.03800149594816639,0.06249270572551298,16,32
0.045000000000000005,independent,3,0.062467656441018905,0.03879407666041385,0.08756367344548946,16,32
0.045000000000000005,independent,4,0.06263951597906423,0.03958303170284331,0.05547438348767426,16,32
0.045000000000000005,independent,5,0.0628195765490914,0.040391563042132914,0.07233446632053045,16,32
0.045000000000000005,independent,6,0.06281238925441963,0.03998380311822436,0.0556488289403581,16,32
0.045000000000000005,independent,7,0.06294242867407118,0.0401191318090679,0.0722713930564523,16,32
0.045000000000000005,independent,8,0.06307314966475167,0.04038931930839901,0.05242905996293319,16,32
0.045000000000000005,independent,9,0.06312889429545145,0.04086360573947609,0.04942715864379967,16,32
0.045000000000000005,independent,10,0.06319808840455865,0.04098121361716179,0.05459557305371402,16,32
0.045000000000000005,independent,11,0.06309932823849318,0.04091761885417004,0.06485580485616085,16,32
0.045000000000000005,independent,12,0.06327454754988596,0.04100928834829359,0.08122070530281508,16,32
0.045000000000000005,independent,13,0.0633351640812011,0.04199344063111152,0.053871986131892216,16,32
0.045000000000000005,independent,14,0.06343733938339807,0.042425498240369425,0.053530870849074985,16,32
0.045000000000000005,independent,15,0.06332558476084212,0.041909359761536015,0.0558492720807333,16,32
0.045000000000000005,independent,16,0.06325033551676157,0.04133531270864078,0.0610917423460231,16,32
0.045000000000000005,independent,17,0.06331009379094837,0.041390462494013465,0.05494400391844668,16,32
0.045000000000000005,independent,18,0.06330952619345756,0.04164326692630607,0.059171446332600755,16,32
0.045000000000000005,independent,19,0.06317444824309734,0.04106838807084356,0.05880647571945185,16,32
0.045000000000000005,independent,20,0.06313027790300485,0.041320325637042576,0.054952051981269866,16,32
0.045000000000000005,independent,21,0.06326170762563602,0.04196505299013357,0.08607049947481826,16,32
0.045000000000000005,independent,22,0.06336125143761107,0.04212294760976431,0.05206757509183303,16,32
0.045000000000000005,independent,23,0.0635068520723135,0.04218131031347528,0.04565026525828331,16,32
0.045000000000000005,independent,24,0.06347751792813841,0.042396215032214,0.062146629180480514,16,32
0.045000000000000005,independent,25,0.06352332642689237,0.04287771129930497,0.05588396743733895,16,32
